subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev	order	docpath	path	file	basename
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	338	Create new	species	Higashivirus BHDTSo9	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:337 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Okabevirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autonotataviridae//Okabevirinae];[Okabevirinae//Higashivirus];[Higashivirus//]	NA	452	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	338	Create new	species	Higashivirus BHDTSo9	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Okabevirinae;Higashivirus;Higashivirus BHDTSo9'	NA	452	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	339	Create new	genus	Hongshanvirus	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:337 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Okabevirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autonotataviridae//Okabevirinae];[Okabevirinae//]	NA	65	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	339	Create new	genus	Hongshanvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Okabevirinae;Hongshanvirus'	NA	65	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	340	Create new	species	Hongshanvirus BMB50	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:337 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Okabevirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autonotataviridae//Okabevirinae];[Okabevirinae//Hongshanvirus];[Hongshanvirus//]	NA	453	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	340	Create new	species	Hongshanvirus BMB50	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Okabevirinae;Hongshanvirus;Hongshanvirus BMB50'	NA	453	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	341	Move	genus	Ampunavirus	INFO	MOVE.PROPOSED_PARENT_LINEAGE_CHANGED	PROPOSED parent lineage already modified	proposal(s)=2024.045B.A.v2.Autographivirales.zip:5 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae; OBSERVED//PROPOSED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[idae//ales];Autonotataviridae	NA	146	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	341	Move	genus	Ampunavirus	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE genus named 'Ampunavirus' to genus named 'Ampunavirus' PROPOSED//CUR=[identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Okabevirinae;Ampunavirus	NA	146	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	342	Move	genus	Anchaingvirus	INFO	MOVE.PROPOSED_PARENT_LINEAGE_CHANGED	PROPOSED parent lineage already modified	proposal(s)=2024.045B.A.v2.Autographivirales.zip:5 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae; OBSERVED//PROPOSED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[idae//ales];Autonotataviridae	NA	147	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	342	Move	genus	Anchaingvirus	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE genus named 'Anchaingvirus' to genus named 'Anchaingvirus' PROPOSED//CUR=[identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Anchaingvirus	NA	147	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	343	Create new	subfamily	Dunnvirinae	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae]	NA	29	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	343	Create new	subfamily	Dunnvirinae	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create subfamily of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Dunnvirinae'	NA	29	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	344	Create new	genus	Palovirus	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];Dunnvirinae	NA	66	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	344	Create new	genus	Palovirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Dunnvirinae;Palovirus'	NA	66	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	345	Create new	species	Palovirus palo	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];Dunnvirinae;Palovirus	NA	454	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	345	Create new	species	Palovirus palo	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Dunnvirinae;Palovirus;Palovirus palo'	NA	454	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	346	Move	genus	Cuernavacavirus	INFO	MOVE.PROPOSED_PARENT_LINEAGE_CHANGED	PROPOSED parent lineage already modified	proposal(s)=2024.045B.A.v2.Autographivirales.zip:5 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae; OBSERVED//PROPOSED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[idae//ales];Dunnvirinae	NA	148	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	346	Move	genus	Cuernavacavirus	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE genus named 'Cuernavacavirus' to genus named 'Cuernavacavirus' PROPOSED//CUR=[identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Cuernavacavirus	NA	148	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	347	Create new	species	Cuernavacavirus RHphI38	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:346 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Cuernavacavirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Dunnvirinae//Cuernavacavirus];[Cuernavacavirus//]	NA	455	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	347	Create new	species	Cuernavacavirus RHphI38	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Cuernavacavirus;Cuernavacavirus RHphI38'	NA	455	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	348	Create new	species	Cuernavacavirus RHphN37	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:346 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Cuernavacavirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Dunnvirinae//Cuernavacavirus];[Cuernavacavirus//]	NA	456	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	348	Create new	species	Cuernavacavirus RHphN37	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Cuernavacavirus;Cuernavacavirus RHphN37'	NA	456	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	349	Create new	species	Cuernavacavirus RHphTM33	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:346 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Cuernavacavirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Dunnvirinae//Cuernavacavirus];[Cuernavacavirus//]	NA	457	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	349	Create new	species	Cuernavacavirus RHphTM33	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Cuernavacavirus;Cuernavacavirus RHphTM33'	NA	457	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	350	Abolish	species	Cuernavacavirus RHEph09	SUCCESS	ABOLISH.OK	Change=ABOLISH, applied successfully	ABOLISH species named Cuernavacavirus RHEph09	NA	9	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	351	Create new	genus	Tepoztlanvirus	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];Dunnvirinae	NA	67	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	351	Create new	genus	Tepoztlanvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Dunnvirinae;Tepoztlanvirus'	NA	67	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	352	Create new	species	Tepoztlanvirus RHphTM34	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];Dunnvirinae;Tepoztlanvirus	NA	458	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	352	Create new	species	Tepoztlanvirus RHphTM34	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Dunnvirinae;Tepoztlanvirus;Tepoztlanvirus RHphTM34'	NA	458	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	353	Create new	species	Tepoztlanvirus RHphY120	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];Dunnvirinae;Tepoztlanvirus	NA	459	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	353	Create new	species	Tepoztlanvirus RHphY120	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Dunnvirinae;Tepoztlanvirus;Tepoztlanvirus RHphY120'	NA	459	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	354	Create new	genus	Songlingvirus	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];Dunnvirinae	NA	68	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	354	Create new	genus	Songlingvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Dunnvirinae;Songlingvirus'	NA	68	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	355	Create new	species	Songlingvirus SI01	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];Dunnvirinae;Songlingvirus	NA	460	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	355	Create new	species	Songlingvirus SI01	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Dunnvirinae;Songlingvirus;Songlingvirus SI01'	NA	460	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	356	Create new	genus	Pasovirus	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];Dunnvirinae	NA	69	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	356	Create new	genus	Pasovirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Dunnvirinae;Pasovirus'	NA	69	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	357	Create new	species	Pasovirus paso	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];Dunnvirinae;Pasovirus	NA	461	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	357	Create new	species	Pasovirus paso	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Dunnvirinae;Pasovirus;Pasovirus paso'	NA	461	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	358	Create new	genus	Yautepecvirus	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];Dunnvirinae	NA	70	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	358	Create new	genus	Yautepecvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Dunnvirinae;Yautepecvirus'	NA	70	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	359	Create new	species	Yautepecvirus RHphX39	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];Dunnvirinae;Yautepecvirus	NA	462	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	359	Create new	species	Yautepecvirus RHphX39	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Dunnvirinae;Yautepecvirus;Yautepecvirus RHphX39'	NA	462	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	360	Move	genus	Stubburvirus	INFO	MOVE.PROPOSED_PARENT_LINEAGE_CHANGED	PROPOSED parent lineage already modified	proposal(s)=2024.045B.A.v2.Autographivirales.zip:5 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae; OBSERVED//PROPOSED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[idae//ales];Autoscriptoviridae	NA	149	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	360	Move	genus	Stubburvirus	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE genus named 'Stubburvirus' to genus named 'Stubburvirus' PROPOSED//CUR=[identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Krylovirinae;Stubburvirus	NA	149	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	361	Move	genus	Tunggulvirus	INFO	MOVE.PROPOSED_PARENT_LINEAGE_CHANGED	PROPOSED parent lineage already modified	proposal(s)=2024.045B.A.v2.Autographivirales.zip:5 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae; OBSERVED//PROPOSED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[idae//ales];Autoscriptoviridae	NA	150	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	361	Move	genus	Tunggulvirus	SUCCESS	MOVE.OK	Change=MOVE, applied successfully	MOVE genus named 'Tunggulvirus' to genus named 'Tunggulvirus' PROPOSED//CUR=[identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Krylovirinae;Tunggulvirus	NA	150	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	362	Create new	species	Tunggulvirus GM223	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:140;2024.045B.A.v2.Autographivirales.zip:361 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Krylovirinae;move genus [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Krylovirinae;Tunggulvirus, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Krylovirinae];Tunggulvirus	NA	463	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	362	Create new	species	Tunggulvirus GM223	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Krylovirinae;Tunggulvirus;Tunggulvirus GM223'	NA	463	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	363	Create new	genus	Actinidiaevirus	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:219 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Corkvirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Corkvirinae];[Corkvirinae//]	NA	71	NA	NA	NA	NA
