isolate_id	taxnode_id	species_sort	isolate_sort	species_name	isolate_type	isolate_names	isolate_abbrevs	isolate_designation	genbank_accessions	refseq_accessions	genome_coverage	molecule	host_source	refseq_organism	refseq_taxids	update_change	update_prev_species	update_prev_taxnode_id	update_change_proposal	_isolate_name	notes
1000095	202401455	96	1	Varicellovirus phocidalpha1	E	phocid alphaherpesvirus 1; harbour seal herpesvirus	PcAHV1	NULL	MH509440	NC_075562	Partial genome	dsDNA	vertebrates	NULL	NULL	same	Varicellovirus phocidalpha1	202301455	NULL	phocid alphaherpesvirus 1	NULL
1000096	202401456	97	1	Varicellovirus suidalpha1	E	suid alphaherpesvirus 1; pseudorabies virus	SuAHV1; PRV	Kaplan	JF797218	NC_075689	Complete genome	dsDNA	vertebrates	NULL	NULL	same	Varicellovirus suidalpha1	202301456	NULL	suid alphaherpesvirus 1	NULL
1000097	202401459	98	1	Cytomegalovirus aotinebeta1	E	aotine betaherpesvirus 1; owl monkey cytomegalovirus	AoBHV1; OMCMV	S34E	FJ483970	NC_016447	Complete genome	dsDNA	vertebrates	NULL	50290	same	Cytomegalovirus aotinebeta1	202301459	NULL	aotine betaherpesvirus 1	NULL
1000098	202401460	99	1	Cytomegalovirus cebinebeta1	E	cebine betaherpesvirus 1; capuchin monkey cytomegalovirus	CbBHV1; CMCMV	5567	JQ264772	NC_038260	Partial genome	dsDNA	vertebrates	NULL	1125844	same	Cytomegalovirus cebinebeta1	202301460	NULL	cebine betaherpesvirus 1	NULL
1000099	202401461	100	1	Cytomegalovirus cercopithecinebeta5	E	cercopithecine betaherpesvirus 5; simian cytomegalovirus	CeBHV5; SCMV	2715	FJ483968	NC_012783	Complete genome	dsDNA	vertebrates	NULL	50292	same	Cytomegalovirus cercopithecinebeta5	202301461	NULL	cercopithecine betaherpesvirus 5	NULL
1000100	202401462	101	1	Cytomegalovirus humanbeta5	E	human betaherpesvirus 5; human cytomegalovirus	HuBHV5; HCMV	Merlin	AY446894	NC_006273	Complete genome	dsDNA	vertebrates	NULL	10359	same	Cytomegalovirus humanbeta5	202301462	NULL	human betaherpesvirus 5	NULL
1000101	202401463	102	1	Cytomegalovirus macacinebeta3	E	macacine betaherpesvirus 3; rhesus cytomegalovirus	McBHV3; RhCMV	68-1	AY186194	NC_006150	Complete genome	dsDNA	vertebrates	NULL	47929	same	Cytomegalovirus macacinebeta3	202301463	NULL	macacine betaherpesvirus 3	NULL
1000102	202406399	103	1	Cytomegalovirus macacinebeta8	E	macacine betaherpesvirus 8; cynomolgus macaque cytomegalovirus	McBHV8	Ottawa	JN227533	NC_016154	Complete genome	dsDNA	vertebrates	NULL	944969	same	Cytomegalovirus macacinebeta8	202306399	NULL	macacine betaherpesvirus 8	NULL
1000103	202406400	104	1	Cytomegalovirus mandrillinebeta1	E	mandrilline betaherpesvirus 1; drill monkey cytomegalovirus	MdBHV1	OCOM6-2	KR297253	NC_075417	Complete genome	dsDNA	vertebrates	NULL	NULL	same	Cytomegalovirus mandrillinebeta1	202306400	NULL	mandrilline betaherpesvirus 1	NULL
1000104	202401464	105	1	Cytomegalovirus paninebeta2	E	panine betaherpesvirus 2; chimpanzee cytomegalovirus	PnBHV2; CCMV	Heberling	AF480884	NC_003521	Complete genome	dsDNA	vertebrates	NULL	188763	same	Cytomegalovirus paninebeta2	202301464	NULL	panine betaherpesvirus 2	NULL
1000105	202401465	106	1	Cytomegalovirus papiinebeta3	E	papiine betaherpesvirus 3; olive baboon cytomegalovirus	PaBHV3; BCMV	OCOM4-37	AC090446	NC_055235	Partial genome	dsDNA	vertebrates	NULL	2169863	same	Cytomegalovirus papiinebeta3	202301465	NULL	papiine betaherpesvirus 3	NULL
1000106	202406401	107	1	Cytomegalovirus papiinebeta4	E	papiine betaherpesvirus 4; chacma baboon cytomegalovirus	PaBHV4	OCOM4-52	KR351281	NC_027016	Complete genome	dsDNA	vertebrates	NULL	1667587	same	Cytomegalovirus papiinebeta4	202306401	NULL	papiine betaherpesvirus 4	NULL
1000107	202401466	108	1	Cytomegalovirus saimiriinebeta4	E	saimiriine betaherpesvirus 4; squirrel monkey cytomegalovirus	SaBHV4; SMCMV	SqSHV	FJ483967	NC_016448	Complete genome	dsDNA	vertebrates	NULL	1535247	same	Cytomegalovirus saimiriinebeta4	202301466	NULL	saimiriine betaherpesvirus 4	NULL
1000108	202401468	109	1	Muromegalovirus muridbeta1	E	murid betaherpesvirus 1; murine cytomegalovirus	MuBHV1; MCMV	Smith	GU305914	NC_075725	Complete genome	dsDNA	vertebrates	NULL	NULL	same	Muromegalovirus muridbeta1	202301468	NULL	murid betaherpesvirus 1	NULL
1000109	202401469	110	1	Muromegalovirus muridbeta2	E	murid betaherpesvirus 2; rat cytomegalovirus strain Maastricht	MuBHV2; RCMV	Maastricht	AF232689	NC_002512	Complete genome	dsDNA	vertebrates	NULL	79700	same	Muromegalovirus muridbeta2	202301469	NULL	murid betaherpesvirus 2	NULL
1000110	202401470	111	1	Muromegalovirus muridbeta8	E	murid betaherpesvirus 8; rat cytomegalovirus strain England	MuBHV8; RCMVE	England	JX867617	NC_019559	Complete genome	dsDNA	vertebrates	NULL	1261657	same	Muromegalovirus muridbeta8	202301470	NULL	murid betaherpesvirus 8	NULL
1000111	202401472	112	1	Proboscivirus elephantidbeta1	E	elephantid betaherpesvirus 1; elephantid endotheliotropic herpesvirus 1	ElBHV1; EEHV1	Raman	KC462165	NC_020474	Complete genome	dsDNA	vertebrates	NULL	146015	same	Proboscivirus elephantidbeta1	202301472	NULL	elephantid betaherpesvirus 1	NULL
1000112	202414018	113	1	Proboscivirus elephantidbeta3	E	elephantid betaherpesvirus 3; elephant endotheliotropic herpesvirus 3A	ElBHV3; EEHV3A	Nyah NAP97	MN373268	NC_077039	Complete genome	dsDNA	vertebrates	NULL	NULL	same	Proboscivirus elephantidbeta3	202314018	NULL	elephantid betaherpesvirus 3	NULL
1000113	202406404	114	1	Proboscivirus elephantidbeta4	E	elephantid betaherpesvirus 4; elephantid endotheliotropic herpesvirus 4	ElBHV4; EEHV4	NAP69	KT832477	NC_028379	Complete genome	dsDNA	vertebrates	NULL	548914	same	Proboscivirus elephantidbeta4	202306404	NULL	elephantid betaherpesvirus 4	NULL
1000114	202406405	115	1	Proboscivirus elephantidbeta5	E	elephantid betaherpesvirus 5; elephantid endotheliotropic herpesvirus 5	ElBHV5; EEHV5	Vijay	KF921519	NC_024696	Complete genome	dsDNA	vertebrates	NULL	768738	same	Proboscivirus elephantidbeta5	202306405	NULL	elephantid betaherpesvirus 5	NULL
1000115	202401478	116	1	Quwivirus caviidbeta2	E	caviid betaherpesvirus 2; guinea pig cytomegalovirus	CdBHV2; GPCMV	21222	KC503762	NC_020231	Complete genome	dsDNA	vertebrates	NULL	33706	same	Quwivirus caviidbeta2	202301478	NULL	caviid betaherpesvirus 2	NULL
1000116	202409145	117	1	Quwivirus miniopteridbeta1	E	miniopterid betaherpesvirus 1; Miniopterus schreibersii herpesvirus	MnBHV1; MsHV	B7D8	JQ805139	NC_076129	Complete genome	dsDNA	vertebrates	NULL	NULL	same	Quwivirus miniopteridbeta1	202309145	NULL	miniopterid betaherpesvirus 1	NULL
1000117	202401480	118	1	Quwivirus tupaiidbeta1	E	tupaiid betaherpesvirus 1; tupaia herpesvirus	TuBHV1; THV	2	AF281817	NC_002794	Complete genome	dsDNA	vertebrates	NULL	10397	same	Quwivirus tupaiidbeta1	202301480	NULL	tupaiid betaherpesvirus 1	NULL
1000118	202401475	120	1	Roseolovirus humanbeta6a	E	human betaherpesvirus 6A; human herpesvirus 6A	HuBHV6A; HHV6A	U1102	X83413	NC_001664	Complete genome	dsDNA	vertebrates	NULL	32603	same	Roseolovirus humanbeta6a	202301475	NULL	human betaherpesvirus 6A	NULL
1000119	202401476	121	1	Roseolovirus humanbeta6b	E	human betaherpesvirus 6B; human herpesvirus 6B	HuBHV6B; HHV6B	Z29	AF157706	NC_000898	Complete genome	dsDNA	vertebrates	NULL	32604	same	Roseolovirus humanbeta6b	202301476	NULL	human betaherpesvirus 6B	NULL
1000120	202401474	119	1	Roseolovirus humanbeta7	E	human betaherpesvirus 7; human herpesvirus 7	HuBHV7; HHV7	RK	AF037218	NC_001716	Complete genome	dsDNA	vertebrates	NULL	10372	same	Roseolovirus humanbeta7	202301474	NULL	human betaherpesvirus 7	NULL
1000121	202406402	122	1	Roseolovirus macacinebeta9	E	macacine betaherpesvirus 9; Macaca nemestrina herpesvirus 7	McBHV9; MneHV7	NULL	KU351741	NC_030200	Complete genome	dsDNA	vertebrates	NULL	2560568	same	Roseolovirus macacinebeta9	202306402	NULL	macacine betaherpesvirus 9	NULL
1000122	202406403	123	1	Roseolovirus muridbeta3	E	murid betaherpesvirus 3; mouse thymic virus	MuBHV3; MTV	YOK1	KY355735	NC_033620	Complete genome	dsDNA	vertebrates	NULL	1940555	same	Roseolovirus muridbeta3	202306403	NULL	murid betaherpesvirus 3	NULL
1000123	202401479	124	1	Roseolovirus suidbeta2	E	suid betaherpesvirus 2; porcine cytomegalovirus	SuBHV2; PCMV	BJ09	KF017583	NC_022233	Complete genome	dsDNA	vertebrates	NULL	1608255	same	Roseolovirus suidbeta2	202301479	NULL	suid betaherpesvirus 2	NULL
1000124	202409147	125	1	Bossavirus delphinidgamma1	E	delphinid gammaherpesvirus 1; common bottlenose dolphin gammaherpesvirus 1	DeGHV1	Sarasota	KY965444	NC_035117	Complete genome	dsDNA	vertebrates	NULL	2022783	same	Bossavirus delphinidgamma1	202309147	NULL	delphinid gammaherpesvirus 1	NULL
1000125	202401483	126	1	Lymphocryptovirus callitrichinegamma3	E	callitrichine gammaherpesvirus 3; marmoset lymphosarcoma virus	ClGHV3	CJ0149	AF319782	NC_004367	Complete genome	dsDNA	vertebrates	NULL	106331	same	Lymphocryptovirus callitrichinegamma3	202301483	NULL	callitrichine gammaherpesvirus 3	NULL
1000126	202401485	127	1	Lymphocryptovirus gorillinegamma1	E	gorilline gammaherpesvirus 1; herpesvirus gorilla	GoGHV1	Machi	AJ581752	NC_075917	Partial genome	dsDNA	vertebrates	NULL	NULL	same	Lymphocryptovirus gorillinegamma1	202301485	NULL	gorilline gammaherpesvirus 1	NULL
1000127	202401486	128	1	Lymphocryptovirus humangamma4	E	human gammaherpesvirus 4; Epstein-Barr virus	HuGHV4; EBV	B95-8	AJ507799	NC_007605	Complete genome	dsDNA	vertebrates	NULL	10376	same	Lymphocryptovirus humangamma4	202301486	NULL	human gammaherpesvirus 4	NULL
1000128	202406406	130	1	Lymphocryptovirus macacinegamma10	E	macacine gammaherpesvirus 10; cynomolgus macaque lymphocryptovirus	McGHV10	pfe-lcl-E3	KP676001	NC_055142	Complete genome	dsDNA	vertebrates	NULL	2560569	same	Lymphocryptovirus macacinegamma10	202306406	NULL	macacine gammaherpesvirus 10	NULL
1000129	202414019	131	1	Lymphocryptovirus macacinegamma13	E	macacine gammaherpesvirus 13; Macaca arctoides gammaherpesvirus 1	McGHV13; MarcGHV1	HVMA	MG471437	NC_076963	Complete genome	dsDNA	vertebrates	NULL	NULL	same	Lymphocryptovirus macacinegamma13	202314019	NULL	macacine gammaherpesvirus 13	NULL
1000130	202401487	129	1	Lymphocryptovirus macacinegamma4	E	macacine gammaherpesvirus 4; rhesus lymphocryptovirus	McGHV4; RLV	LCL8664	AY037858	NC_006146	Complete genome	dsDNA	vertebrates	NULL	45455	same	Lymphocryptovirus macacinegamma4	202301487	NULL	macacine gammaherpesvirus 4	NULL
1000131	202401488	132	1	Lymphocryptovirus paninegamma1	E	panine gammaherpesvirus 1; herpesvirus pan	PnGHV1	Austin	AJ581751	NC_038859	Partial genome	dsDNA	vertebrates	NULL	159602	same	Lymphocryptovirus paninegamma1	202301488	NULL	panine gammaherpesvirus 1	NULL
1000132	202401489	133	1	Lymphocryptovirus papiinegamma1	E	papiine gammaherpesvirus 1; herpesvirus papio	PaGHV1	594S	AJ581750	NC_075918	Partial genome	dsDNA	vertebrates	NULL	NULL	same	Lymphocryptovirus papiinegamma1	202301489	NULL	papiine gammaherpesvirus 1	NULL
1000133	202401490	134	1	Lymphocryptovirus ponginegamma2	E	pongine gammaherpesvirus 2; herpesvirus pongo	PoGHV2	CP-81	AJ581753	NC_038860	Partial genome	dsDNA	vertebrates	NULL	159603	same	Lymphocryptovirus ponginegamma2	202301490	NULL	pongine gammaherpesvirus 2	NULL
1000134	202401492	135	1	Macavirus alcelaphinegamma1	E	alcelaphine gammaherpesvirus 1; wildebeest-associated malignant catarrhal fever virus	AlGHV1; MCFV	C500	AF005370	NC_002531	Coding-complete genome	dsDNA	vertebrates	NULL	35252	same	Macavirus alcelaphinegamma1	202301492	NULL	alcelaphine gammaherpesvirus 1	NULL
1000135	202401493	136	1	Macavirus alcelaphinegamma2	E	alcelaphine gammaherpesvirus 2; hartebeest-associated malignant catarrhal fever virus	AlGHV2	topi-AlHV-2	KF274499	NC_024382	Complete genome	dsDNA	vertebrates	NULL	138184	same	Macavirus alcelaphinegamma2	202301493	NULL	alcelaphine gammaherpesvirus 2	NULL
1000136	202401494	137	1	Macavirus bovinegamma6	E	bovine gammaherpesvirus 6; bovine lymphotropic herpesvirus	BoGHV6; BLV	Pennsylvania 47	KJ705001	NC_024303	Complete genome	dsDNA	vertebrates	NULL	1504288	same	Macavirus bovinegamma6	202301494	NULL	bovine gammaherpesvirus 6	NULL
1000137	202401495	138	1	Macavirus caprinegamma2	E	caprine gammaherpesvirus 2; caprine herpesvirus 2	CpGHV2; CpHV2	NULL	AF283477	NC_043059	Partial genome	dsDNA	vertebrates	NULL	135102	same	Macavirus caprinegamma2	202301495	NULL	caprine gammaherpesvirus 2	NULL
1000138	202401496	139	1	Macavirus hippotraginegamma1	E	hippotragine gammaherpesvirus 1; roan antelope herpesvirus	HiGHV1	NULL	DQ083950	NC_043060	Partial genome	dsDNA	vertebrates	NULL	333341	same	Macavirus hippotraginegamma1	202301496	NULL	hippotragine gammaherpesvirus 1	NULL
1000139	202401497	140	1	Macavirus ovinegamma2	E	ovine gammaherpesvirus 2; sheep-associated malignant catarrhal fever virus	OvGHV2	BJ1035	AY839756	NC_007646	Complete genome	dsDNA	vertebrates	NULL	10398	same	Macavirus ovinegamma2	202301497	NULL	ovine gammaherpesvirus 2	NULL
1000140	202401498	141	1	Macavirus suidgamma3	E	suid gammaherpesvirus 3; porcine lymphotropic herpesvirus 1	SuGHV3; PLVH1	56	AF478169	NC_038264	Partial genome	dsDNA	vertebrates	NULL	91740	same	Macavirus suidgamma3	202301498	NULL	suid gammaherpesvirus 3	NULL
1000141	202401499	142	1	Macavirus suidgamma4	E	suid gammaherpesvirus 4; porcine lymphotropic herpesvirus 2	SuGHV4; PLHV2	568	AY170317	NC_038265	Partial genome	dsDNA	vertebrates	NULL	91741	same	Macavirus suidgamma4	202301499	NULL	suid gammaherpesvirus 4	NULL
1000142	202401500	143	1	Macavirus suidgamma5	E	suid gammaherpesvirus 5; porcine lymphotropic herpesvirus 3	SuGHV5; PLHV3	489	AY170316	NC_055234	Partial genome	dsDNA	vertebrates	NULL	199308	same	Macavirus suidgamma5	202301500	NULL	suid gammaherpesvirus 5	NULL
1000143	202409151	144	1	Manticavirus phascolarctidgamma1	E	phascolarctid gammaherpesvirus 1	PcGHV1	36M/11	MG452722	NC_055555	Complete genome	dsDNA	vertebrates	NULL	2249313	same	Manticavirus phascolarctidgamma1	202309151	NULL	phascolarctid gammaherpesvirus 1	NULL
1000144	202409152	145	1	Manticavirus vombatidgamma1	E	vombatid gammaherpesvirus 1	VoGHV1	V3187/11	MG452721	NC_055554	Complete genome	dsDNA	vertebrates	NULL	2052651	same	Manticavirus vombatidgamma1	202309152	NULL	vombatid gammaherpesvirus 1	NULL
1000145	202409149	146	1	Patagivirus vespertilionidgamma3	E	vespertilionid gammaherpesvirus 3; Eptesicus fuscus gammaherpesvirus	VeGHV3; EfHV	NULL	MF385016	NC_040615	Complete genome	dsDNA	vertebrates	NULL	2035399	same	Patagivirus vespertilionidgamma3	202309149	NULL	vespertilionid gammaherpesvirus 3	NULL
1000146	202401502	147	1	Percavirus equidgamma2	E	equid gammaherpesvirus 2; equine herpesvirus 2	EqGHV2; EHV2	86/67	U20824	NC_001650	Complete genome	dsDNA	vertebrates	NULL	12657	same	Percavirus equidgamma2	202301502	NULL	equid gammaherpesvirus 2	NULL
1000147	202401503	148	1	Percavirus equidgamma5	E	equid gammaherpesvirus 5; equine herpesvirus 5	EqGHV5; EHV5	2-141/67	KM924295	NC_026421	Complete genome	dsDNA	vertebrates	NULL	10371	same	Percavirus equidgamma5	202301503	NULL	equid gammaherpesvirus 5	NULL
1000148	202406410	149	1	Percavirus felidgamma1	E	felid gammaherpesvirus 1; Felis catus gammaherpesvirus 1	FeGHV1; FcaGHV1	31286	KT595939	NC_028099	Complete genome	dsDNA	vertebrates	NULL	1452540	same	Percavirus felidgamma1	202306410	NULL	felid gammaherpesvirus 1	NULL
1000149	202401504	150	1	Percavirus mustelidgamma1	E	mustelid gammaherpesvirus 1; badger herpesvirus	MusGHV1; BadHV	NULL	AF376034	NC_038266	Partial genome	dsDNA	vertebrates	NULL	311179	same	Percavirus mustelidgamma1	202301504	NULL	mustelid gammaherpesvirus 1	NULL
1000150	202406411	151	1	Percavirus phocidgamma3	E	phocid gammaherpesvirus 3; harp seal herpesvirus	PhGHV3; HaSHV	FMV04-1493874	KP136799	NC_055139	Partial genome	dsDNA	vertebrates	NULL	1419109	same	Percavirus phocidgamma3	202306411	NULL	phocid gammaherpesvirus 3	NULL
1000151	202414020	152	1	Percavirus rhinolophidgamma1	E	rhinolophid gammaherpesvirus 1; Rhinolophus gammaherpesvirus 1	RnGHV1; RGHV1	BV1	LC333428	NC_040539	Complete genome	dsDNA	vertebrates	NULL	2054179	same	Percavirus rhinolophidgamma1	202314020	NULL	rhinolophid gammaherpesvirus 1	NULL
1000152	202406412	153	1	Percavirus vespertilionidgamma1	E	vespertilionid gammaherpesvirus 1; bat gammaherpesvirus 8	VeGHV1	My-HV8/Myotis velifer incautus/USA/FCGHV/2011	KU220026	NC_029255	Coding-complete genome	dsDNA	vertebrates	NULL	1780507	same	Percavirus vespertilionidgamma1	202306412	NULL	vespertilionid gammaherpesvirus 1	NULL
1000153	202401506	154	1	Rhadinovirus atelinegamma2	E	ateline gammaherpesvirus 2; herpesvirus ateles strain 810	AtGHV2	810	M22036	NC_038267	Partial genome	dsDNA	vertebrates	NULL	10380	same	Rhadinovirus atelinegamma2	202301506	NULL	ateline gammaherpesvirus 2	NULL
1000154	202401507	155	1	Rhadinovirus atelinegamma3	E	ateline gammaherpesvirus 3; herpesvirus ateles	AtGHV3; HVA	73	AF083424	NC_001987	Coding-complete genome	dsDNA	vertebrates	NULL	85618	same	Rhadinovirus atelinegamma3	202301507	NULL	ateline gammaherpesvirus 3	NULL
1000155	202401508	156	1	Rhadinovirus bovinegamma4	E	bovine gammaherpesvirus 4; bovine herpesvirus 4	BoGHV4; BHV4	66-p-347	AF318573	NC_002665	Coding-complete genome	dsDNA	vertebrates	NULL	10385	same	Rhadinovirus bovinegamma4	202301508	NULL	bovine gammaherpesvirus 4	NULL
1000156	202414021	157	1	Rhadinovirus colobinegamma1	E	colobine gammaherpesvirus 1	CnGHV1	Hannover	MH932584	NC_076967	Complete genome	dsDNA	vertebrates	NULL	NULL	same	Rhadinovirus colobinegamma1	202314021	NULL	colobine gammaherpesvirus 1	NULL
1000157	202401509	158	1	Rhadinovirus cricetidgamma2	E	cricetid gammaherpesvirus 2; rodent herpesvirus Peru	CrGHV2; RHVP	Peru	HQ221963	NC_015049	Coding-complete genome	dsDNA	vertebrates	NULL	1605972	same	Rhadinovirus cricetidgamma2	202301509	NULL	cricetid gammaherpesvirus 2	NULL
1000158	202401510	159	1	Rhadinovirus humangamma8	E	human gammaherpesvirus 8; Kaposi's sarcoma-associated herpesvirus	HuGHV8; KSHV	GK18	AF148805	NC_009333	Complete genome	dsDNA	vertebrates	NULL	37296	same	Rhadinovirus humangamma8	202301510	NULL	human gammaherpesvirus 8	NULL
1000159	202406408	162	1	Rhadinovirus macacinegamma11	E	macacine gammaherpesvirus 11; Japanese macaque rhadinovirus	McGHV11; JMRV	17792	AY528864	NC_007016	Complete genome	dsDNA	vertebrates	NULL	272551	same	Rhadinovirus macacinegamma11	202306408	NULL	macacine gammaherpesvirus 11	NULL
1000160	202406409	163	1	Rhadinovirus macacinegamma12	E	macacine gammaherpesvirus 12; pig-tailed macaque rhadinovirus 2	McGHV12; MneRV2	J97167	KP265674	NC_055141	Coding-complete genome	dsDNA	vertebrates	NULL	123630	same	Rhadinovirus macacinegamma12	202306409	NULL	macacine gammaherpesvirus 12	NULL
1000161	202401511	160	1	Rhadinovirus macacinegamma5	E	macacine gammaherpesvirus 5; rhesus rhadinovirus	McGHV5; RRV	17577	AF083501	NC_003401	Complete genome	dsDNA	vertebrates	NULL	154334	same	Rhadinovirus macacinegamma5	202301511	NULL	macacine gammaherpesvirus 5	NULL
1000162	202406407	161	1	Rhadinovirus macacinegamma8	E	macacine gammaherpesvirus 8; retroperitoneal fibromatosis-associated herpesvirus Macaca nemestrina	McGHV8; RFHV	RFHVMnM78114	KF703446	NC_055135	Coding-complete genome	dsDNA	vertebrates	NULL	111469	same	Rhadinovirus macacinegamma8	202306407	NULL	macacine gammaherpesvirus 8	NULL
1000163	202401512	164	1	Rhadinovirus muridgamma4	E	murid gammaherpesvirus 4; murine gammaherpesvirus 68	MuGHV4; MHV68	g2.4 (WUMS)	U97553	NC_001826	Complete genome	dsDNA	vertebrates	NULL	33708	same	Rhadinovirus muridgamma4	202301512	NULL	murid gammaherpesvirus 4	NULL
1000164	202401513	165	1	Rhadinovirus muridgamma7	E	murid gammaherpesvirus 7; wood mouse herpesvirus	MuGHV7; WMHV	WM8	GQ169129	NC_055233	Complete genome	dsDNA	vertebrates	NULL	432370	same	Rhadinovirus muridgamma7	202301513	NULL	murid gammaherpesvirus 7	NULL
1000165	202401514	166	1	Rhadinovirus saimiriinegamma2	E	saimiriine gammaherpesvirus 2; herpesvirus saimiri	SaGHV2; HVS	A11	X64346	NC_001350	Coding-complete genome	dsDNA	vertebrates	NULL	10381	same	Rhadinovirus saimiriinegamma2	202301514	NULL	saimiriine gammaherpesvirus 2	NULL
1000166	202413484	1136	1	Junduvirus communis	E	uncultured phage cr2_1		NULL	MZ130489	NC_062779	Complete genome	dsDNA	bacteria	NULL	NULL	same	Junduvirus communis	202313484	NULL	uncultured phage cr2_1	NULL
1000167	202413483	1137	1	Junduvirus copri	E	uncultured phage cr25_1		NULL	MZ130487	NC_062777	Complete genome	dsDNA	bacteria	NULL	NULL	same	Junduvirus copri	202313483	NULL	uncultured phage cr25_1	NULL
1000168	202413487	1138	1	Kahucivirus intestinalis	E	uncultured phage cr127_1		NULL	MT774393	NC_055886	Complete genome	dsDNA	bacteria	NULL	2772077	same	Kahucivirus intestinalis	202313487	NULL	uncultured phage cr127_1	NULL
1000169	202413490	1139	1	Kingevirus communis	E	uncultured phage cr13_1		NULL	MZ130490	NC_062780	Complete genome	dsDNA	bacteria	NULL	NULL	same	Kingevirus communis	202313490	NULL	uncultured phage cr13_1	NULL
1000170	202413480	1140	1	Jahgtovirus gastrointestinalis	E	uncultured phage cr36_1		NULL	MZ130479	NC_062769	Complete genome	dsDNA	bacteria	NULL	NULL	same	Jahgtovirus gastrointestinalis	202313480	NULL	uncultured phage cr36_1	NULL
