subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	23	Create new	species	Mileryvirus antaense	ERROR	CREATE.DUP_ACC	Change=CREATE, a species with this accession number already exists	accession=pening, existingSpecies=Riboviriria;Orthornavirae;Taraviricota;Yphavirus	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	23	Create new	species	Mileryvirus antaense	ERROR	CREATE.DUP_ACC	Change=CREATE, a species with this accession number already exists	accession=pening, existingSpecies=Riboviriria;Orthornavirae;Taraviricota;Sopasuvirus	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	23	Create new	species	Mileryvirus antaense	ERROR	CREATE.DUP_ACC	Change=CREATE, a species with this accession number already exists	accession=pening, existingSpecies=Riboviriria;Orthornavirae;Taraviricota;Bopoprovirus	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	23	Create new	species	Mileryvirus antaense	WARNING	CREATE.PARENT_LINEAGE	Change=CREATE, proposed parent taxon exists, but not with expected lineage, using observed lineage	proposedParentLineage=Riboviriria;Orthornavirae;Pomiviricota;Mileryvirus, observedParentLineage=Riboviriria;Orthornavirae;Pomiviricota, otherProposals=2022.002G:22	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	23	Create new	species	Mileryvirus antaense	SUCCESS	CREATE.OK	Change=CREATE, applied successfully	Create species of 'Riboviriria;Orthornavirae;Pomiviricota;Mileryvirus'	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	25	Create new	species	Sotyravirus satlense	ERROR	CREATE.DUP_ACC	Change=CREATE, a species with this accession number already exists	accession=pening, existingSpecies=Riboviriria;Orthornavirae;Arctiviricota;Chrocavirus	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	25	Create new	species	Sotyravirus satlense	ERROR	CREATE.DUP_ACC	Change=CREATE, a species with this accession number already exists	accession=pening, existingSpecies=Riboviriria;Orthornavirae;Paraxenoviricota;Tarocvirus	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	25	Create new	species	Sotyravirus satlense	ERROR	CREATE.DUP_ACC	Change=CREATE, a species with this accession number already exists	accession=pening, existingSpecies=Riboviriria;Orthornavirae;Pomiviricota;Powmivirus	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	25	Create new	species	Sotyravirus satlense	ERROR	CREATE.DUP_ACC	Change=CREATE, a species with this accession number already exists	accession=pening, existingSpecies=Riboviriria;Orthornavirae;Taraviricota;Pholiavirus	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	25	Create new	species	Sotyravirus satlense	ERROR	CREATE.DUP_ACC	Change=CREATE, a species with this accession number already exists	accession=pening, existingSpecies=Riboviriria;Orthornavirae;Taraviricota;Yphavirus	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	25	Create new	species	Sotyravirus satlense	ERROR	CREATE.DUP_ACC	Change=CREATE, a species with this accession number already exists	accession=pening, existingSpecies=Riboviriria;Orthornavirae;Taraviricota;Sopasuvirus	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	25	Create new	species	Sotyravirus satlense	ERROR	CREATE.DUP_ACC	Change=CREATE, a species with this accession number already exists	accession=pening, existingSpecies=Riboviriria;Orthornavirae;Taraviricota;Bopoprovirus	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	25	Create new	species	Sotyravirus satlense	ERROR	CREATE.DUP_ACC	Change=CREATE, a species with this accession number already exists	accession=pening, existingSpecies=Riboviriria;Orthornavirae;Pomiviricota;Mileryvirus	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	25	Create new	species	Sotyravirus satlense	WARNING	CREATE.PARENT_LINEAGE	Change=CREATE, proposed parent taxon exists, but not with expected lineage, using observed lineage	proposedParentLineage=Riboviriria;Orthornavirae;Taraviricota;Sotyravirus, observedParentLineage=Riboviriria;Orthornavirae;Taraviricota, otherProposals=2022.002G:24	NA
General (G) proposals	2022.002G	MISSING	2022.002G.Ud.v1.Orthornavirae_4nphy_9nsp.xlsx	25	Create new	species	Sotyravirus satlense	SUCCESS	CREATE.OK	Change=CREATE, applied successfully	Create species of 'Riboviriria;Orthornavirae;Taraviricota;Sotyravirus'	NA
