subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev	docpath	path	file	basename
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	392	Rename	species	Tomato leaf curl Uganda virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	392	Rename	species	Tomato leaf curl Uganda virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato leaf curl Uganda virus' to 'Begomovirus solanumugandaense' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumugandaense'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	393	Rename	species	Tomato leaf curl Vietnam virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	393	Rename	species	Tomato leaf curl Vietnam virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato leaf curl Vietnam virus' to 'Begomovirus solanumvietnamense' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumvietnamense'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	394	Rename	species	Tomato leaf curl virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	394	Rename	species	Tomato leaf curl virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato leaf curl virus' to 'Begomovirus solanumaustraliaense' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumaustraliaense'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	395	Rename	species	Tomato leaf deformation virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	395	Rename	species	Tomato leaf deformation virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato leaf deformation virus' to 'Begomovirus solanumdepravationis' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumdepravationis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	396	Rename	species	Tomato leaf distortion virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	396	Rename	species	Tomato leaf distortion virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato leaf distortion virus' to 'Begomovirus solanumcontorsionis' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumcontorsionis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	397	Rename	species	Tomato mild mosaic virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	397	Rename	species	Tomato mild mosaic virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato mild mosaic virus' to 'Begomovirus solanumtenuimusivi' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumtenuimusivi'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	398	Rename	species	Tomato mild yellow leaf curl Aragua virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	398	Rename	species	Tomato mild yellow leaf curl Aragua virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato mild yellow leaf curl Aragua virus' to 'Begomovirus solanumaraguaense' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumaraguaense'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	399	Rename	species	Tomato mosaic Havana virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	399	Rename	species	Tomato mosaic Havana virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato mosaic Havana virus' to 'Begomovirus solanumhavanaense' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumhavanaense'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	400	Rename	species	Tomato mosaic severe dwarf virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	400	Rename	species	Tomato mosaic severe dwarf virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato mosaic severe dwarf virus' to 'Begomovirus solanumseverparvi' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumseverparvi'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	401	Rename	species	Tomato mottle leaf curl virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	401	Rename	species	Tomato mottle leaf curl virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato mottle leaf curl virus' to 'Begomovirus solanumvariatuminvolutionis' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumvariatuminvolutionis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	402	Rename	species	Tomato mottle Taino virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	402	Rename	species	Tomato mottle Taino virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato mottle Taino virus' to 'Begomovirus solanumtainoense' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumtainoense'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	403	Rename	species	Tomato mottle virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	403	Rename	species	Tomato mottle virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato mottle virus' to 'Begomovirus solanumvariati' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumvariati'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	404	Rename	species	Tomato mottle wrinkle virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	404	Rename	species	Tomato mottle wrinkle virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato mottle wrinkle virus' to 'Begomovirus solanumargentinaense' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumargentinaense'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	405	Rename	species	Tomato rugose mosaic virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	405	Rename	species	Tomato rugose mosaic virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato rugose mosaic virus' to 'Begomovirus solanumrugosi' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumrugosi'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	406	Rename	species	Tomato rugose yellow leaf curl virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	406	Rename	species	Tomato rugose yellow leaf curl virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato rugose yellow leaf curl virus' to 'Begomovirus solanumrugosiflavi' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumrugosiflavi'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	407	Rename	species	Tomato severe leaf curl Kalakada virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	407	Rename	species	Tomato severe leaf curl Kalakada virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato severe leaf curl Kalakada virus' to 'Begomovirus solanumkalakadaense' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumkalakadaense'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	408	Rename	species	Tomato severe leaf curl virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	408	Rename	species	Tomato severe leaf curl virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato severe leaf curl virus' to 'Begomovirus solanumseveri' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumseveri'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	409	Rename	species	Tomato severe rugose virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	409	Rename	species	Tomato severe rugose virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato severe rugose virus' to 'Begomovirus solanumseverugosi' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumseverugosi'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	410	Rename	species	Tomato twisted leaf virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	410	Rename	species	Tomato twisted leaf virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato twisted leaf virus' to 'Begomovirus solanumtortilis' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumtortilis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	411	Rename	species	Tomato vein clearing leaf deformation virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	411	Rename	species	Tomato vein clearing leaf deformation virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato vein clearing leaf deformation virus' to 'Begomovirus solanumvenadepravationis' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumvenadepravationis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	412	Rename	species	Tomato wrinkled mosaic virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	412	Rename	species	Tomato wrinkled mosaic virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato wrinkled mosaic virus' to 'Begomovirus solanumcrispi' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumcrispi'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	413	Rename	species	Tomato yellow leaf curl Axarquia virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	413	Rename	species	Tomato yellow leaf curl Axarquia virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato yellow leaf curl Axarquia virus' to 'Begomovirus solanumflavusaxarquiaense' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumflavusaxarquiaense'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	414	Rename	species	Tomato yellow leaf curl China virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	414	Rename	species	Tomato yellow leaf curl China virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato yellow leaf curl China virus' to 'Begomovirus solanumflavuschinaense' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumflavuschinaense'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	415	Rename	species	Tomato yellow leaf curl Guangdong virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	415	Rename	species	Tomato yellow leaf curl Guangdong virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato yellow leaf curl Guangdong virus' to 'Begomovirus solanumflavusguangdongense' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumflavusguangdongense'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	416	Rename	species	Tomato yellow leaf curl Indonesia virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	416	Rename	species	Tomato yellow leaf curl Indonesia virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato yellow leaf curl Indonesia virus' to 'Begomovirus solanumflavusindonesiaense' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumflavusindonesiaense'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	417	Rename	species	Tomato yellow leaf curl Kanchanaburi virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	417	Rename	species	Tomato yellow leaf curl Kanchanaburi virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato yellow leaf curl Kanchanaburi virus' to 'Begomovirus solanumflavuskanchanaburiense' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumflavuskanchanaburiense'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	418	Rename	species	Tomato yellow leaf curl Malaga virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	418	Rename	species	Tomato yellow leaf curl Malaga virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato yellow leaf curl Malaga virus' to 'Begomovirus solanumflavusmalacitanus' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumflavusmalacitanus'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	419	Rename	species	Tomato yellow leaf curl Mali virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	419	Rename	species	Tomato yellow leaf curl Mali virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato yellow leaf curl Mali virus' to 'Begomovirus solanumflavusmaliense' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumflavusmaliense'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	420	Rename	species	Tomato yellow leaf curl Sardinia virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	420	Rename	species	Tomato yellow leaf curl Sardinia virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato yellow leaf curl Sardinia virus' to 'Begomovirus solanumflavusardiniaense' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumflavusardiniaense'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	421	Rename	species	Tomato yellow leaf curl Shuangbai virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
